0,16,4
2,3,4
6,94,4
7,374,4
8,288,4
9,21,4
0,76,8
5,6,8
6,119,8
8,561,8
9,36,8
0,2,12
3,72,12
6,724,12
0,1,10
2,259,10
7,539,10
2,266,13
3,48,13
6,340,13
7,16,13
9,128,13
1,3,15
3,252,15
4,15,15
6,22,15
7,400,15
8,40,15
9,65,15
2,132,3
5,580,3
6,16,3
7,69,3
1,330,11
2,23,11
6,1,11
7,48,11
8,3,11
9,391,11
0,13,6
3,3,6
5,747,6
9,36,6
0,16,4
1,244,4
2,156,4
5,41,4
6,174,4
7,11,4
8,154,4
2,5,14
3,145,14
5,1,14
8,647,14
0,310,9
6,477,9
7,11,9
3,4,18
4,144,18
5,649,18
1,17,17
3,463,17
6,16,17
8,93,17
9,208,17
1,79,5
3,16,5
5,5,5
7,250,5
8,60,5
9,386,5
2,1,0
3,28,0
5,588,0
6,148,0
8,32,0
1,14,2
2,10,2
3,504,2
4,20,2
6,47,2
7,16,2
8,38,2
9,148,2
0,4,7
5,758,7
7,36,7
0,228,16
1,1,16
3,1,16
4,376,16
5,190,16
1,6,1
3,772,1
4,21,1
1,607,19
2,2,19
6,189,19
0,576,6
1,96,6
3,7,6
4,84,6
5,4,6
6,4,6
7,26,6
9,1,6
0,18,11
1,180,11
5,6,11
6,564,11
9,31,11
2,64,12
3,101,12
4,562,12
5,67,12
8,4,12
0,45,7
6,543,7
7,10,7
9,199,7
0,314,9
2,412,9
6,60,9
7,10,9
4,128,2
5,453,2
6,5,2
8,209,2
9,1,2
1,124,13
4,8,13
5,115,13
9,552,13
4,1,4
5,210,4
6,80,4
7,508,4
3,196,0
4,126,0
6,475,0
0,321,16
4,12,16
5,23,16
7,441,16
0,385,19
1,24,19
2,16,19
5,61,19
6,284,19
7,28,19
7,792,10
8,7,10
2,24,14
3,144,14
6,630,14
0,40,1
1,12,1
2,637,1
4,42,1
5,64,1
7,3,1
0,13,17
2,338,17
4,412,17
6,35,17
1,12,8
2,57,8
4,99,8
7,630,8
0,28,18
1,233,18
2,380,18
3,20,18
7,136,18
2,577,15
3,3,15
4,26,15
5,181,15
8,9,15
1,2,3
2,40,3
5,237,3
6,512,3
8,7,3
3,329,5
4,4,5
5,456,5
6,9,5
3,445,5
4,1,5
5,19,5
6,328,5
9,4,5
0,273,16
1,168,16
4,100,16
5,225,16
6,24,16
8,8,16
0,3,7
1,2,7
2,359,7
5,296,7
8,68,7
9,69,7
0,405,2
1,136,2
3,4,2
4,109,2
6,139,2
9,4,2
1,54,3
9,745,3
0,18,13
1,27,13
4,725,13
7,24,13
8,4,13
3,68,9
4,731,9
3,428,15
4,1,15
7,6,15
9,361,15
0,29,18
1,7,18
3,304,18
5,392,18
8,56,18
9,9,18
1,28,10
3,534,10
5,156,10
7,1,10
8,20,10
9,56,10
5,115,17
6,494,17
7,15,17
8,134,17
9,40,17
1,743,11
2,4,11
4,48,11
5,1,11
3,16,12
4,207,12
5,5,12
9,570,12
1,774,8
4,6,8
8,19,8
0,12,0
1,648,0
3,13,0
6,112,0
9,12,0
0,124,1
2,64,1
4,505,1
6,105,1
1,360,14
2,16,14
5,100,14
6,9,14
9,312,14
0,41,4
4,88,4
5,4,4
6,149,4
7,460,4
8,55,4
1,84,6
3,172,6
5,272,6
6,49,6
8,222,6
3,19,19
5,572,19
6,204,19
9,4,19
0,6,5
2,84,5
4,686,5
6,8,5
7,14,5
0,40,8
2,233,8
5,8,8
7,112,8
8,271,8
9,132,8
0,60,11
2,80,11
3,12,11
5,635,11
6,12,11
0,109,15
2,137,15
6,396,15
7,4,15
8,152,15
0,54,12
1,217,12
2,1,12
3,127,12
4,116,12
7,169,12
8,103,12
9,9,12
1,1,16
2,231,16
3,28,16
5,516,16
7,16,16
9,5,16
0,318,1
1,170,1
2,302,1
5,8,1
0,489,6
1,11,6
3,2,6
4,12,6
8,165,6
9,119,6
2,345,3
3,22,3
5,319,3
6,58,3
7,26,3
8,24,3
9,3,3
0,8,18
1,8,18
2,120,18
3,6,18
5,23,18
6,293,18
7,340,18
0,1,4
2,1,4
4,25,4
5,1,4
7,3,4
8,766,4
0,5,0
2,60,0
7,646,0
8,88,0
0,1,2
1,262,2
2,2,2
4,3,2
5,8,2
6,53,2
7,363,2
9,105,2
0,123,10
5,467,10
8,118,10
9,90,10
0,4,17
1,11,17
5,43,17
6,244,17
7,5,17
8,489,17
9,1,17
4,466,13
5,133,13
7,4,13
8,195,13
7,88,14
9,712,14
0,368,9
2,7,9
8,54,9
9,370,9
1,4,19
2,1,19
4,72,19
9,720,19
0,52,7
6,2,7
7,529,7
8,215,7
4,181,10
7,2,10
8,368,10
9,245,10
0,79,16
