Valor,Contagem
0,4
2,16
3,8
4,20
5,17
6,54
7,223
8,313
9,141
Valor,Contagem
0,70
1,1
2,158
5,7
6,18
7,241
8,72
9,228
Valor,Contagem
0,50
1,59
2,17
3,91
4,296
5,4
6,4
7,200
8,15
9,60
Valor,Contagem
0,111
1,18
2,121
3,368
4,12
7,16
8,107
9,44
Valor,Contagem
1,372
2,40
3,37
4,4
5,64
6,31
7,202
8,7
9,39
Valor,Contagem
0,178
1,17
3,91
4,38
5,25
6,56
7,85
8,231
9,74
Valor,Contagem
0,163
1,29
2,4
3,95
4,75
5,139
6,64
7,24
8,153
9,50
Valor,Contagem
0,149
1,4
2,221
3,3
5,49
6,80
7,248
8,41
9,1
Valor,Contagem
0,25
1,56
2,302
3,16
4,8
5,327
6,18
9,44
Valor,Contagem
0,13
1,10
2,90
3,113
4,53
5,37
6,248
7,27
8,65
9,140
Valor,Contagem
0,73
1,130
2,42
3,109
4,31
5,198
6,4
7,122
8,1
9,85
Valor,Contagem
0,69
1,260
2,30
3,27
4,209
5,10
6,69
7,12
8,101
9,8
Valor,Contagem
0,185
1,25
2,50
3,8
4,69
5,144
6,9
7,3
8,32
9,270
Valor,Contagem
0,212
1,157
2,6
3,44
4,135
5,120
6,8
7,106
8,4
9,4
Valor,Contagem
0,251
1,3
2,188
3,9
5,20
6,54
7,51
8,215
9,6
Valor,Contagem
0,2
1,297
2,80
3,4
4,45
5,60
6,83
8,190
9,34
Valor,Contagem
0,36
1,263
3,24
4,61
5,2
6,216
7,50
8,118
9,26
Valor,Contagem
0,75
1,19
2,79
3,39
4,8
5,106
6,71
7,3
8,36
9,361
Valor,Contagem
0,15
1,5
2,203
3,43
4,32
5,56
6,76
7,46
8,320
Valor,Contagem
0,27
1,302
2,2
3,149
4,48
5,4
7,132
8,131
Valor,Contagem
0,12
1,17
2,55
3,180
4,5
5,191
6,100
7,13
8,191
9,32
Valor,Contagem
0,8
1,3
2,5
3,184
4,108
6,72
7,9
8,380
9,27
Valor,Contagem
1,22
2,137
4,86
5,4
6,346
7,9
8,40
9,152
Valor,Contagem
1,232
3,5
4,106
5,14
7,376
8,28
9,36
Valor,Contagem
0,8
1,36
2,131
3,158
4,95
5,50
6,156
8,63
9,100
Valor,Contagem
0,37
1,32
2,171
3,74
5,203
7,56
8,189
9,35
Valor,Contagem
0,1
1,32
2,4
3,3
4,70
5,505
6,1
7,128
8,7
9,45
Valor,Contagem
1,88
2,24
3,32
4,100
5,22
6,200
7,179
8,75
9,78
Valor,Contagem
0,116
1,60
2,32
3,4
4,71
5,413
6,15
7,68
8,7
9,10
Valor,Contagem
1,24
2,18
3,278
4,27
5,2
6,4
7,25
8,164
9,254
Valor,Contagem
0,53
1,11
2,16
3,20
4,390
5,6
6,20
7,85
8,94
9,101
Valor,Contagem
0,40
1,12
2,17
3,28
4,51
5,5
6,7
7,204
8,128
9,304
Valor,Contagem
0,58
1,27
3,1
4,15
5,17
6,304
7,40
8,328
9,7
Valor,Contagem
1,128
2,52
3,14
4,45
5,30
6,278
7,84
8,23
9,141
Valor,Contagem
0,48
1,21
2,60
3,14
4,409
6,174
8,39
9,31
Valor,Contagem
0,8
1,23
2,12
3,72
4,40
5,95
6,17
7,445
8,6
9,77
Valor,Contagem
0,8
1,189
2,27
3,182
4,300
6,1
7,4
8,16
9,70
Valor,Contagem
0,183
1,5
2,193
3,38
5,1
6,170
7,129
8,8
9,68
Valor,Contagem
0,52
1,184
2,148
3,18
4,46
6,88
7,67
8,179
9,14
Valor,Contagem
0,24
1,2
2,2
3,31
4,114
6,128
7,411
8,84
Valor,Contagem
1,23
2,172
3,7
4,1
5,6
6,6
7,10
8,484
9,88
Valor,Contagem
0,186
1,51
2,80
3,49
4,19
5,4
9,407
Valor,Contagem
0,512
1,84
2,122
3,16
4,14
5,9
6,2
7,21
8,12
9,4
Valor,Contagem
0,16
2,31
3,48
4,489
5,108
6,10
7,2
8,37
9,56
Valor,Contagem
0,48
1,13
4,36
5,85
6,38
7,256
8,16
9,303
Valor,Contagem
0,16
1,181
2,78
3,12
4,2
7,417
8,68
9,23
Valor,Contagem
0,19
1,20
2,44
3,60
4,89
5,22
7,96
8,141
9,304
Valor,Contagem
0,224
1,16
2,8
3,6
4,1
5,388
6,64
7,57
8,29
9,3
Valor,Contagem
0,175
1,146
2,104
4,168
5,53
6,52
7,1
8,52
9,46
Valor,Contagem
1,352
2,34
3,12
4,12
5,2
6,24
7,97
8,264
Valor,Contagem
0,40
2,85
3,72
5,36
6,490
7,63
8,4
9,5
Valor,Contagem
0,2
1,28
2,57
3,12
4,264
5,156
6,36
7,210
8,2
9,29
Valor,Contagem
0,36
1,4
2,288
4,234
5,5
6,102
7,37
8,74
9,16
Valor,Contagem
0,64
1,16
2,13
3,139
4,22
5,128
6,5
7,71
8,313
9,24
Valor,Contagem
0,15
1,1
2,219
3,284
4,7
5,2
6,102
7,59
8,3
9,105
Valor,Contagem
0,97
1,16
3,2
4,28
5,40
6,63
7,348
8,67
9,136
Valor,Contagem
0,74
1,1
2,101
4,40
5,64
6,4
7,136
8,304
9,72
Valor,Contagem
0,175
1,95
2,51
4,55
5,168
6,62
7,122
8,40
9,28
Valor,Contagem
0,4
1,32
2,52
3,174
4,69
6,36
7,375
8,40
9,16
Valor,Contagem
0,78
1,17
2,111
3,49
4,112
5,17
6,73
7,52
9,288
Valor,Contagem
0,46
2,55
3,181
5,40
6,88
7,326
8,60
Valor,Contagem
0,2
1,124
2,88
3,1
4,152
5,205
6,29
7,1
8,189
9,4
Valor,Contagem
0,84
1,12
2,40
3,1
4,17
5,100
7,256
8,94
9,192
Valor,Contagem
0,24
1,6
2,444
3,10
5,68
6,107
7,8
8,8
9,122
Valor,Contagem
0,6
1,120
2,25
3,1
4,183
5,357
6,50
7,16
8,2
9,35
Valor,Contagem
0,208
1,88
2,123
3,7
4,137
5,4
6,7
7,49
8,50
9,122
Valor,Contagem
0,70
2,227
3,208
4,128
5,3
6,10
7,5
8,140
9,6
Valor,Contagem
0,23
1,8
2,7
4,157
5,107
6,379
7,66
8,35
9,16
Valor,Contagem
0,81
1,87
2,88
3,2
4,42
6,102
7,299
8,86
9,10
Valor,Contagem
0,10
2,24
3,9
4,28
5,308
6,241
7,44
8,9
9,122
Valor,Contagem
0,56
1,61
2,6
4,329
5,22
6,152
7,128
8,35
9,8
Valor,Contagem
0,133
1,60
2,27
3,86
4,1
5,4
6,70
7,24
8,183
9,208
Valor,Contagem
0,10
1,48
3,566
4,71
5,3
6,50
7,40
9,8
Valor,Contagem
0,104
1,193
2,111
3,37
5,48
6,5
7,3
8,28
9,268
Valor,Contagem
0,68
1,30
3,168
4,22
5,416
6,9
7,40
8,38
9,4
Valor,Contagem
0,4
1,155
2,82
3,160
4,217
5,85
6,1
7,8
8,47
9,36
Valor,Contagem
0,55
1,9
2,56
3,56
4,143
5,168
6,232
7,34
8,42
Valor,Contagem
0,8
1,496
2,71
6,117
7,74
8,29
Valor,Contagem
1,68
2,292
3,142
4,16
5,83
6,46
7,28
8,112
9,10
Valor,Contagem
0,24
